age,comprehension,production,isnorming,birthorder,caregivereducation,race,sex,monolingual
24,582,582,TRUE,Second,Some College,White,Male,TRUE
28,558,558,TRUE,Second,Some Secondary,Black,Female,TRUE
18,7,7,TRUE,Fourth,Secondary,Other,Female,TRUE
29,526,526,TRUE,Second,Some College,Other,Female,TRUE
27,190,190,TRUE,Fifth,Some Secondary,Other,Female,TRUE
18,32,32,TRUE,Fourth,Some Secondary,Other,Male,TRUE
29,199,199,TRUE,Second,Some Secondary,Other,Male,TRUE
25,330,330,TRUE,Second,Some Secondary,Other,Male,TRUE
27,181,181,TRUE,Second,Secondary,Other,Male,TRUE
17,166,166,TRUE,Sixth,Some College,White,Male,TRUE
30,643,643,TRUE,Third,Some Secondary,Other,Male,TRUE
19,143,143,TRUE,Second,Secondary,Black,Female,TRUE
28,644,644,TRUE,Second,Secondary,White,Male,TRUE
26,379,379,TRUE,Second,Some College,Other,Male,TRUE
29,462,462,TRUE,Second,Some Secondary,Other,Male,TRUE
22,208,208,TRUE,Third,Some College,Black,Female,TRUE
30,569,569,TRUE,Second,Secondary,White,Female,TRUE
25,514,514,TRUE,First,Some College,Other,Male,TRUE
25,672,672,TRUE,Third,Secondary,Other,Female,TRUE
17,60,60,TRUE,Third,Secondary,White,Female,TRUE
24,292,292,TRUE,Third,Secondary,Other,Female,TRUE
25,234,234,TRUE,Second,Secondary,White,Female,TRUE
24,181,181,TRUE,Fourth,Some College,Other,Male,TRUE
25,65,65,TRUE,Second,Some Secondary,Other,Male,TRUE
17,57,57,FALSE,Fifth,Secondary,Other,Female,TRUE
20,22,22,TRUE,Second,Secondary,Asian,Female,TRUE
18,4,4,TRUE,Eighth,College,Black,Male,TRUE
18,8,8,TRUE,Third,Secondary,White,Male,TRUE
19,27,27,TRUE,Fourth,Secondary,Black,Female,TRUE
24,397,397,TRUE,Fourth,Secondary,Other,Female,TRUE
17,25,25,TRUE,Second,Secondary,Black,Male,TRUE
20,97,97,TRUE,Second,Secondary,Other,Female,TRUE
22,323,323,TRUE,Sixth,Some Secondary,Black,Male,TRUE
23,237,237,TRUE,Fourth,College,Other,Male,TRUE
21,206,206,TRUE,Third,Secondary,Black,Male,TRUE
23,91,91,TRUE,Fourth,Secondary,Other,Female,TRUE
27,183,183,TRUE,Second,Secondary,Other,Male,TRUE
28,289,289,TRUE,Second,Secondary,Black,Female,TRUE
30,603,603,TRUE,Second,Some College,Black,Male,TRUE
24,25,25,TRUE,Third,Some College,Other,Female,TRUE
24,219,219,TRUE,Seventh,Some College,Other,Female,TRUE
25,220,220,TRUE,Second,Secondary,Black,Male,TRUE
30,643,643,TRUE,Third,Some Secondary,Black,Male,TRUE
22,264,264,TRUE,Second,Some College,Black,Female,TRUE
25,165,165,TRUE,Second,Some Secondary,Other,Female,TRUE
28,320,320,TRUE,Second,Some Secondary,Other,Male,TRUE
27,532,532,TRUE,Fourth,Secondary,Other,Male,TRUE
29,44,44,TRUE,Third,Some Secondary,White,Female,TRUE
21,13,13,TRUE,Second,Secondary,White,Male,TRUE
23,535,535,TRUE,Second,Secondary,Other,Male,TRUE
28,132,132,TRUE,Third,Some Secondary,Black,Male,TRUE
25,671,671,TRUE,Second,Secondary,White,Female,TRUE
21,20,20,TRUE,Second,Some College,Asian,Female,TRUE
29,193,193,TRUE,Third,Some Secondary,Other,Male,TRUE
22,362,362,TRUE,Third,Secondary,White,Male,TRUE
30,462,462,TRUE,Second,Some College,Other,Male,TRUE
28,414,414,TRUE,Second,Secondary,Black,Female,TRUE
21,149,149,TRUE,Third,Some College,Other,Male,TRUE
26,296,296,TRUE,Second,Some College,Black,Male,TRUE
17,319,319,TRUE,Second,Secondary,Black,Male,TRUE
26,407,407,TRUE,Second,Secondary,Other,Male,TRUE
30,514,514,TRUE,Second,Secondary,Other,Female,TRUE
27,270,270,TRUE,Fourth,Secondary,Black,Male,TRUE
25,517,517,TRUE,Second,Some College,Black,Male,TRUE
21,118,118,TRUE,Third,Some College,Other,Female,TRUE
25,371,371,TRUE,Second,Some College,Other,Female,TRUE
26,144,144,TRUE,Second,Secondary,Other,Female,TRUE
19,225,225,TRUE,Fourth,Some College,Black,Female,TRUE
28,144,144,TRUE,Second,Secondary,Other,Male,TRUE
25,177,177,TRUE,Second,Some Secondary,Other,Male,TRUE
27,228,228,TRUE,Fifth,Secondary,Black,Male,TRUE
30,286,286,TRUE,Second,Some Secondary,Black,Male,TRUE
20,141,141,TRUE,Fourth,Some College,Other,Female,TRUE
27,124,124,TRUE,Third,Secondary,Other,Male,TRUE
22,272,272,TRUE,Third,Some Secondary,Other,Male,TRUE
18,67,67,TRUE,Third,Some College,White,Male,TRUE
28,555,555,TRUE,Second,Some Secondary,White,Male,TRUE
19,32,32,TRUE,Second,Secondary,White,Male,TRUE
26,321,321,TRUE,Fifth,Some College,Black,Female,TRUE
22,21,21,TRUE,Third,Some College,White,Male,TRUE
29,186,186,TRUE,Second,Some College,White,Female,TRUE
21,173,173,TRUE,Second,Secondary,Other,Male,TRUE
20,62,62,TRUE,Third,Some Secondary,Other,Male,TRUE
22,18,18,TRUE,Third,Some College,White,Female,TRUE
29,361,361,TRUE,Third,Some College,Other,Female,TRUE
22,3,3,TRUE,Third,Primary,Other,Female,TRUE
23,175,175,TRUE,Third,Secondary,Black,Male,TRUE
30,182,182,TRUE,Fifth,Some College,White,Female,TRUE
26,87,87,TRUE,Second,Secondary,White,Female,TRUE
17,55,55,TRUE,Second,Secondary,Black,Male,TRUE
16,72,72,TRUE,Third,College,Other,Female,TRUE
20,148,148,TRUE,Sixth,Graduate,White,Female,TRUE
23,52,52,TRUE,Second,Some College,White,Female,TRUE
17,226,226,TRUE,Fourth,Secondary,Other,Male,TRUE
27,456,456,TRUE,Third,Secondary,Asian,Male,TRUE
16,36,36,TRUE,Third,Secondary,Other,Male,TRUE
17,9,9,TRUE,Second,Some College,Black,Male,TRUE
26,54,54,TRUE,Second,Some Secondary,Other,Male,TRUE
23,327,327,TRUE,Third,Secondary,White,Female,TRUE
24,34,34,TRUE,Second,Secondary,White,Male,TRUE
23,66,66,TRUE,Second,Some Secondary,White,Female,TRUE
29,386,386,TRUE,Second,Some Secondary,Other,Female,TRUE
21,190,190,TRUE,Second,Secondary,Other,Female,TRUE
20,23,23,TRUE,Second,Some College,Black,Male,TRUE
21,73,73,TRUE,Third,Secondary,Other,Male,TRUE
30,496,496,TRUE,Third,Secondary,White,Male,TRUE
25,92,92,TRUE,Second,College,Other,Female,TRUE
19,59,59,TRUE,Third,Some College,White,Female,TRUE
21,156,156,TRUE,Second,Some College,Black,Male,TRUE
27,570,570,TRUE,Second,Some College,White,Female,TRUE
28,350,350,TRUE,Fourth,Secondary,Black,Male,TRUE
22,28,28,TRUE,Second,Some Secondary,White,Male,TRUE
30,315,315,TRUE,Third,Secondary,Other,Male,TRUE
26,502,502,TRUE,Second,Some Secondary,Other,Female,TRUE
26,415,415,TRUE,Third,Secondary,White,Female,TRUE
21,68,68,TRUE,Second,Secondary,White,Male,TRUE
23,109,109,TRUE,Second,Secondary,White,Female,TRUE
24,145,145,TRUE,Second,College,Other,Male,TRUE
22,86,86,TRUE,Third,Some College,White,Male,TRUE
21,151,151,TRUE,Third,Some College,Other,Male,TRUE
22,160,160,TRUE,Second,Some Secondary,Other,Female,TRUE
27,584,584,TRUE,Third,Some College,Other,Female,TRUE
27,466,466,TRUE,Third,Some Secondary,Other,Female,TRUE
25,148,148,TRUE,Second,Some College,Other,Male,TRUE
21,219,219,TRUE,Third,Some College,White,Female,TRUE
24,160,160,TRUE,Fourth,Secondary,Black,Male,TRUE
20,23,23,TRUE,Third,Some Secondary,Other,Male,TRUE
27,247,247,TRUE,Second,Secondary,White,Male,TRUE
29,387,387,TRUE,Sixth,Some Secondary,White,Female,TRUE
29,375,375,TRUE,Fourth,Some College,Black,Male,TRUE
26,564,564,TRUE,Fourth,Secondary,Other,Male,TRUE
27,300,300,TRUE,Sixth,Some College,White,Male,TRUE
19,111,111,TRUE,Second,Secondary,Other,Female,TRUE
25,178,178,TRUE,Second,Secondary,Other,Male,TRUE
22,44,44,TRUE,Second,Some Secondary,White,Female,TRUE
26,183,183,TRUE,Third,Some Secondary,White,Male,TRUE
30,451,451,TRUE,Second,Some College,White,Female,TRUE
23,385,385,TRUE,Second,Some College,Other,Female,TRUE
23,169,169,TRUE,Fourth,Some Secondary,White,Female,TRUE
26,551,551,TRUE,Third,Some College,Black,Female,TRUE
22,49,49,TRUE,Second,Secondary,White,Female,TRUE
28,262,262,TRUE,Fifth,Secondary,Black,Male,TRUE
18,23,23,TRUE,Third,Secondary,Black,Male,TRUE
19,99,99,TRUE,Third,Some Secondary,Other,Male,TRUE
23,259,259,TRUE,Third,Secondary,White,Male,TRUE
27,131,131,TRUE,Second,Secondary,White,Male,TRUE
28,503,503,TRUE,Fourth,Secondary,White,Male,TRUE
28,522,522,TRUE,First,Secondary,White,Female,TRUE
26,547,547,TRUE,Fourth,Secondary,White,Female,TRUE
21,476,476,TRUE,Third,Secondary,White,Male,TRUE
28,451,451,TRUE,First,Secondary,White,Female,TRUE
27,47,47,TRUE,Third,Secondary,White,Male,TRUE
27,570,570,TRUE,Second,Secondary,White,Male,TRUE
29,75,75,TRUE,Second,Secondary,White,Male,TRUE
26,541,541,TRUE,Second,Secondary,White,Female,TRUE
30,603,603,TRUE,Second,Secondary,White,Male,TRUE
26,139,139,TRUE,First,Secondary,White,Female,TRUE
27,215,215,TRUE,First,Secondary,White,Female,TRUE
28,677,677,TRUE,First,Secondary,White,Female,TRUE
25,23,23,TRUE,Third,Secondary,White,Female,TRUE
28,414,414,TRUE,Third,Secondary,White,Male,TRUE
28,134,134,TRUE,Fourth,Secondary,White,Female,TRUE
25,163,163,TRUE,Third,Secondary,White,Female,TRUE
25,479,479,TRUE,First,Secondary,White,Male,TRUE
27,366,366,TRUE,Second,Secondary,White,Female,TRUE
28,433,433,TRUE,Second,Secondary,White,Male,TRUE
28,29,29,TRUE,Fourth,Secondary,White,Male,TRUE
28,424,424,TRUE,First,Secondary,White,Male,TRUE
27,295,295,TRUE,Third,Secondary,White,Female,TRUE
30,324,324,TRUE,Second,College,Black,Female,TRUE
20,60,60,TRUE,Fourth,Some College,Black,Female,TRUE
25,45,45,TRUE,Fourth,College,Other,Male,TRUE
25,38,38,TRUE,First,Some Secondary,Black,Male,TRUE
27,307,307,TRUE,Second,Some Secondary,Black,Female,TRUE
24,172,172,TRUE,First,Some Secondary,Black,Female,TRUE
22,554,554,TRUE,First,Secondary,Black,Male,TRUE
19,580,580,TRUE,First,Some Secondary,Black,Female,TRUE
28,106,106,TRUE,First,Primary,Black,Male,TRUE
23,327,327,TRUE,Third,Some Secondary,Black,Female,TRUE
17,83,83,TRUE,First,Some College,Black,Male,TRUE
28,374,374,TRUE,Third,Some Secondary,Black,Female,TRUE
21,152,152,TRUE,Third,Some College,Black,Male,TRUE
30,357,357,TRUE,Third,Secondary,Black,Male,TRUE
18,42,42,TRUE,Second,Some College,Black,Female,TRUE
18,21,21,TRUE,Second,Secondary,Black,Female,TRUE
27,235,235,TRUE,Second,College,Other,Male,TRUE
19,127,127,TRUE,Fourth,Some College,Black,Female,TRUE
22,425,425,TRUE,Third,Secondary,Black,Female,TRUE
22,179,179,TRUE,First,Secondary,Black,Female,TRUE
20,29,29,TRUE,First,Secondary,Black,Female,TRUE
28,516,516,TRUE,Third,Secondary,Black,Female,TRUE
17,111,111,TRUE,First,Some Secondary,Black,Male,TRUE
18,76,76,TRUE,First,Some Secondary,Black,Male,TRUE
29,173,173,TRUE,First,Secondary,Black,Male,TRUE
22,76,76,TRUE,First,Secondary,Black,Male,TRUE
17,83,83,TRUE,First,Some College,Black,Male,TRUE
27,657,657,TRUE,First,Some Secondary,Black,Female,TRUE
21,137,137,TRUE,First,Some Secondary,Black,Male,TRUE
28,276,276,TRUE,First,Secondary,Black,Female,TRUE
28,362,362,TRUE,Third,Some Secondary,Black,Female,TRUE
20,475,475,TRUE,First,Secondary,Black,Female,TRUE
17,290,290,TRUE,First,Secondary,Black,Male,TRUE
28,607,607,TRUE,First,Some Secondary,Black,Male,TRUE
28,314,314,TRUE,Third,Some Secondary,Black,Male,TRUE
21,226,226,TRUE,First,Some Secondary,Black,Female,TRUE
27,607,607,TRUE,Second,Some College,Black,Male,TRUE
26,354,354,TRUE,Fifth,Some Secondary,Black,Female,TRUE
23,326,326,TRUE,First,Secondary,Black,Male,TRUE
27,338,338,TRUE,First,Some Secondary,Black,Female,TRUE
22,169,169,TRUE,First,Some Secondary,Black,Male,TRUE
16,7,7,TRUE,Second,Some Secondary,Black,Female,TRUE
17,25,25,TRUE,First,Some Secondary,Black,Male,TRUE
19,52,52,TRUE,First,Some College,Black,Male,TRUE
19,434,434,TRUE,First,Some Secondary,Black,Female,TRUE
21,10,10,TRUE,Third,Secondary,Black,Male,TRUE
26,77,77,TRUE,Second,Secondary,Black,Male,TRUE
26,457,457,TRUE,Fourth,College,Black,Male,TRUE
25,151,151,TRUE,First,Graduate,Black,Male,TRUE
20,50,50,TRUE,Second,Some College,Black,Female,TRUE
30,381,381,TRUE,First,Some College,Black,Female,TRUE
27,212,212,TRUE,Third,Some Secondary,Black,Male,TRUE
28,116,116,TRUE,Second,Primary,Black,Male,TRUE
25,245,245,TRUE,Third,Secondary,Black,Male,TRUE
21,65,65,TRUE,First,Some Secondary,Black,Female,TRUE
25,417,417,TRUE,First,College,Black,Female,TRUE
20,25,25,TRUE,First,Secondary,Black,Male,TRUE
24,394,394,TRUE,First,College,White,Male,TRUE
20,85,85,TRUE,Third,Some Secondary,White,Male,TRUE
27,111,111,TRUE,Second,Graduate,White,Male,TRUE
26,199,199,TRUE,Second,Graduate,White,Male,TRUE
20,370,370,TRUE,First,Some College,White,Female,TRUE
22,312,312,TRUE,First,Graduate,White,Male,TRUE
27,585,585,TRUE,Second,Some College,White,Female,TRUE
27,331,331,TRUE,First,Some College,White,Male,TRUE
19,103,103,TRUE,First,Some Graduate,White,Female,TRUE
21,73,73,TRUE,Fourth,Some College,White,Female,TRUE
23,551,551,TRUE,First,Graduate,White,Female,TRUE
18,10,10,TRUE,First,College,White,Female,TRUE
28,253,253,TRUE,Fourth,Some College,White,Female,TRUE
18,156,156,TRUE,First,College,White,Female,TRUE
26,430,430,TRUE,Second,Secondary,White,Male,TRUE
17,29,29,TRUE,Second,College,White,Female,TRUE
19,124,124,TRUE,Second,College,White,Male,TRUE
19,28,28,TRUE,First,Some College,White,Female,TRUE
22,302,302,TRUE,Second,Secondary,White,Female,TRUE
28,305,305,TRUE,Second,Some College,White,Male,TRUE
30,314,314,TRUE,Second,College,White,Male,TRUE
20,345,345,TRUE,First,Graduate,White,Male,TRUE
22,317,317,TRUE,First,Graduate,White,Male,TRUE
25,138,138,TRUE,Second,Some Secondary,White,Male,TRUE
29,468,468,TRUE,Second,College,White,Female,TRUE
26,40,40,TRUE,Third,Graduate,White,Male,TRUE
27,632,632,TRUE,Fourth,Some Graduate,White,Male,TRUE
24,87,87,TRUE,Third,Secondary,White,Female,TRUE
21,100,100,TRUE,First,College,White,Female,TRUE
29,656,656,TRUE,First,College,White,Male,TRUE
21,188,188,TRUE,First,College,White,Male,TRUE
26,273,273,TRUE,Third,College,White,Female,TRUE
17,90,90,TRUE,First,Some College,White,Female,TRUE
21,252,252,TRUE,First,Some College,White,Female,TRUE
18,34,34,TRUE,First,Secondary,White,Male,TRUE
24,315,315,TRUE,First,Some College,White,Male,TRUE
27,429,429,TRUE,First,Some College,Black,Female,TRUE
23,76,76,TRUE,Second,College,White,Male,TRUE
23,405,405,TRUE,Second,College,White,Male,TRUE
24,41,41,TRUE,Second,Some Secondary,Other,Female,TRUE
27,324,324,TRUE,Second,Some College,White,Male,TRUE
27,267,267,TRUE,Second,College,White,Male,TRUE
30,386,386,TRUE,First,College,White,Male,TRUE
30,393,393,TRUE,First,Some Graduate,White,Male,TRUE
21,211,211,TRUE,First,Some College,White,Male,TRUE
22,483,483,TRUE,First,College,White,Female,TRUE
17,176,176,TRUE,First,Secondary,White,Male,TRUE
29,528,528,TRUE,Second,Secondary,White,Female,TRUE
20,66,66,TRUE,First,College,White,Male,TRUE
25,501,501,TRUE,First,Some Graduate,White,Female,TRUE
25,448,448,TRUE,First,College,White,Male,TRUE
27,69,69,TRUE,First,College,White,Male,TRUE
21,84,84,TRUE,First,Graduate,White,Male,TRUE
26,484,484,TRUE,Third,Some College,White,Female,TRUE
24,222,222,TRUE,Third,Some College,White,Male,TRUE
17,291,291,TRUE,Second,Some College,Black,Female,TRUE
17,58,58,TRUE,First,Graduate,White,Female,TRUE
21,47,47,TRUE,First,Some College,White,Male,TRUE
20,99,99,TRUE,Second,College,White,Male,TRUE
24,379,379,TRUE,First,Secondary,White,Female,TRUE
18,131,131,TRUE,First,College,Other,Female,TRUE
21,205,205,TRUE,First,Secondary,White,Male,TRUE
27,610,610,TRUE,First,Some College,White,Male,TRUE
17,14,14,TRUE,Fourth,College,White,Female,TRUE
18,7,7,TRUE,Third,Secondary,Other,Male,TRUE
22,410,410,TRUE,Second,Graduate,White,Female,TRUE
27,612,612,TRUE,Third,Graduate,White,Male,TRUE
25,66,66,TRUE,Second,Some Graduate,Other,Male,TRUE
20,159,159,TRUE,First,Some College,White,Female,TRUE
22,100,100,TRUE,First,Some Graduate,White,Male,TRUE
22,8,8,TRUE,First,College,White,Male,TRUE
25,218,218,TRUE,Second,Some College,White,Male,TRUE
20,5,5,TRUE,Second,College,White,Female,TRUE
27,141,141,TRUE,First,College,White,Female,TRUE
18,119,119,TRUE,First,College,White,Female,TRUE
24,159,159,TRUE,First,Some College,White,Male,TRUE
25,473,473,TRUE,First,Graduate,White,Female,TRUE
22,327,327,TRUE,First,Graduate,White,Female,TRUE
26,451,451,TRUE,First,Graduate,White,Female,TRUE
23,67,67,TRUE,Second,College,White,Male,TRUE
23,568,568,TRUE,First,Secondary,White,Male,TRUE
27,243,243,TRUE,Second,Some College,Black,Female,TRUE
27,239,239,TRUE,Third,Some College,Black,Female,TRUE
30,640,640,TRUE,First,Graduate,White,Female,TRUE
21,65,65,TRUE,First,College,White,Male,TRUE
24,128,128,TRUE,Third,Secondary,White,Female,TRUE
26,351,351,TRUE,First,Some College,White,Female,TRUE
25,301,301,TRUE,First,College,White,Male,TRUE
22,377,377,TRUE,Third,Some College,White,Female,TRUE
29,106,106,TRUE,Second,Secondary,White,Male,TRUE
30,490,490,TRUE,First,Some Graduate,Asian,Male,TRUE
24,94,94,TRUE,Second,Some College,White,Male,TRUE
20,219,219,TRUE,Second,Some College,White,Female,TRUE
21,409,409,TRUE,First,Graduate,White,Female,TRUE
18,118,118,TRUE,Second,Some Graduate,White,Male,TRUE
25,238,238,TRUE,First,Secondary,White,Female,TRUE
26,528,528,TRUE,First,College,White,Female,TRUE
17,17,17,TRUE,Second,College,White,Female,TRUE
30,459,459,TRUE,First,Secondary,Black,Male,TRUE
24,574,574,TRUE,Second,Some College,White,Female,TRUE
30,536,536,TRUE,First,College,White,Male,TRUE
17,103,103,TRUE,First,Secondary,White,Female,TRUE
19,42,42,TRUE,Second,Secondary,White,Female,TRUE
26,577,577,TRUE,First,College,White,Female,TRUE
19,237,237,TRUE,First,College,White,Female,TRUE
30,444,444,TRUE,Second,College,White,Male,TRUE
26,298,298,TRUE,First,Graduate,Asian,Male,TRUE
18,11,11,TRUE,First,Some Graduate,White,Male,TRUE
21,422,422,TRUE,First,Some College,White,Female,TRUE
18,147,147,TRUE,Second,Graduate,White,Male,TRUE
27,667,667,TRUE,First,Graduate,White,Female,TRUE
23,164,164,TRUE,First,Some Graduate,White,Male,TRUE
20,29,29,TRUE,First,Some College,White,Male,TRUE
21,481,481,TRUE,First,College,White,Male,TRUE
25,210,210,TRUE,Second,College,White,Female,TRUE
20,67,67,TRUE,Second,Some College,White,Male,TRUE
30,553,553,TRUE,Third,Graduate,White,Female,TRUE
19,128,128,TRUE,First,Graduate,Other,Female,TRUE
30,480,480,TRUE,Second,Graduate,Black,Male,TRUE
29,680,680,TRUE,First,Secondary,White,Female,TRUE
25,526,526,TRUE,Third,Some Secondary,White,Female,TRUE
20,309,309,TRUE,First,Some College,White,Female,TRUE
19,313,313,TRUE,First,Secondary,White,Female,TRUE
29,367,367,TRUE,First,College,White,Male,TRUE
30,508,508,TRUE,First,Some College,White,Male,TRUE
19,90,90,TRUE,First,Some College,White,Female,TRUE
26,126,126,TRUE,Second,Some College,White,Female,TRUE
21,289,289,TRUE,Third,Secondary,White,Female,TRUE
21,246,246,TRUE,First,Some Graduate,White,Male,TRUE
20,344,344,TRUE,Second,Secondary,White,Female,TRUE
17,488,488,TRUE,First,College,White,Female,TRUE
24,601,601,TRUE,First,Graduate,White,Female,TRUE
23,27,27,TRUE,Second,Some College,Other,Female,TRUE
19,31,31,TRUE,First,Some College,White,Male,TRUE
19,202,202,TRUE,First,College,White,Female,TRUE
17,42,42,TRUE,First,Secondary,White,Female,TRUE
20,229,229,TRUE,First,Secondary,Asian,Female,TRUE
30,595,595,TRUE,First,Some Graduate,White,Male,TRUE
29,615,615,TRUE,First,College,White,Female,TRUE
21,3,3,TRUE,First,Some College,White,Male,TRUE
22,93,93,TRUE,Third,College,White,Female,TRUE
19,33,33,TRUE,Third,Some College,White,Male,TRUE
27,381,381,TRUE,First,Secondary,White,Male,TRUE
18,26,26,TRUE,Second,Some College,White,Male,TRUE
29,256,256,TRUE,First,Secondary,Black,Male,TRUE
28,442,442,TRUE,First,Some College,Other,Male,TRUE
19,50,50,TRUE,First,College,Black,Female,TRUE
30,575,575,TRUE,First,Some College,White,Female,TRUE
30,584,584,TRUE,First,Some Graduate,White,Male,TRUE
17,27,27,TRUE,First,College,White,Female,TRUE
22,20,20,TRUE,First,College,White,Female,TRUE
19,471,471,TRUE,First,Graduate,White,Female,TRUE
20,22,22,TRUE,Second,Secondary,White,Female,TRUE
18,100,100,TRUE,Fourth,College,White,Male,TRUE
19,26,26,TRUE,Third,College,White,Male,TRUE
27,562,562,TRUE,Second,Graduate,White,Female,TRUE
17,49,49,TRUE,First,Some College,White,Female,TRUE
27,490,490,TRUE,First,Some College,White,Male,TRUE
30,584,584,TRUE,First,Graduate,Asian,Male,TRUE
29,173,173,TRUE,First,Some College,White,Male,TRUE
28,585,585,TRUE,First,Secondary,White,Female,TRUE
28,519,519,TRUE,First,Graduate,White,Female,TRUE
16,182,182,TRUE,First,Secondary,White,Female,TRUE
30,364,364,TRUE,Fourth,College,White,Male,TRUE
21,20,20,TRUE,First,Secondary,White,Male,TRUE
27,229,229,TRUE,First,Secondary,White,Male,TRUE
24,210,210,TRUE,Second,Secondary,White,Male,TRUE
24,394,394,TRUE,First,College,White,Female,TRUE
22,102,102,TRUE,Second,College,White,Male,TRUE
19,183,183,TRUE,First,Some College,White,Male,TRUE
22,185,185,TRUE,First,Graduate,White,Female,TRUE
18,124,124,TRUE,Second,College,White,Female,TRUE
22,80,80,TRUE,Second,College,White,Male,TRUE
18,13,13,TRUE,Third,Some College,White,Female,TRUE
26,404,404,TRUE,First,Secondary,White,Male,TRUE
27,595,595,TRUE,First,Some College,White,Male,TRUE
28,198,198,TRUE,First,College,White,Male,TRUE
23,522,522,TRUE,Second,Some College,White,Male,TRUE
29,564,564,TRUE,First,Secondary,White,Female,TRUE
20,68,68,TRUE,First,Some Graduate,White,Female,TRUE
24,391,391,TRUE,First,Graduate,White,Male,TRUE
22,452,452,TRUE,First,College,White,Female,TRUE
26,531,531,TRUE,Second,Some College,White,Female,TRUE
19,25,25,TRUE,First,College,White,Female,TRUE
28,513,513,TRUE,First,Some College,White,Female,TRUE
26,435,435,TRUE,First,Some College,Asian,Female,TRUE
22,398,398,TRUE,First,College,White,Female,TRUE
23,569,569,TRUE,Second,Graduate,White,Male,TRUE
24,315,315,TRUE,First,College,White,Female,TRUE
24,340,340,TRUE,Third,College,White,Male,TRUE
22,44,44,TRUE,Second,Secondary,White,Male,TRUE
24,427,427,TRUE,First,Graduate,White,Female,TRUE
23,473,473,TRUE,First,College,White,Male,TRUE
21,218,218,TRUE,First,Some Graduate,White,Male,TRUE
29,674,674,TRUE,First,Secondary,White,Female,TRUE
25,350,350,TRUE,First,College,White,Male,TRUE
21,185,185,TRUE,Third,Some Secondary,White,Male,TRUE
18,8,8,TRUE,First,College,White,Female,TRUE
26,183,183,TRUE,Third,College,White,Male,TRUE
18,34,34,TRUE,First,Secondary,White,Female,TRUE
24,322,322,TRUE,Second,Some College,White,Female,TRUE
25,397,397,TRUE,Second,College,Asian,Female,TRUE
24,235,235,TRUE,First,Some College,White,Female,TRUE
20,357,357,TRUE,Second,Secondary,White,Female,TRUE
22,140,140,TRUE,Third,Secondary,White,Male,TRUE
28,648,648,TRUE,First,Some College,White,Female,TRUE
25,550,550,TRUE,First,College,White,Female,TRUE
19,61,61,TRUE,Second,Graduate,White,Female,TRUE
24,278,278,TRUE,Second,College,Black,Male,TRUE
23,175,175,TRUE,First,College,Other,Female,TRUE
25,306,306,TRUE,First,Some Graduate,White,Female,TRUE
30,519,519,TRUE,First,Secondary,White,Male,TRUE
19,63,63,TRUE,Second,College,White,Female,TRUE
25,275,275,TRUE,Second,College,White,Female,TRUE
24,327,327,TRUE,Second,Some Graduate,White,Male,TRUE
27,541,541,TRUE,First,College,White,Female,TRUE
25,371,371,TRUE,Third,Some College,White,Male,TRUE
26,584,584,TRUE,First,Some College,White,Male,TRUE
30,588,588,TRUE,First,Some College,White,Male,TRUE
25,495,495,TRUE,First,Some College,White,Female,TRUE
25,89,89,TRUE,First,Some College,Other,Female,TRUE
25,494,494,TRUE,First,Secondary,White,Male,TRUE
20,222,222,TRUE,First,Some College,White,Female,TRUE
20,63,63,TRUE,Fourth,Secondary,White,Female,TRUE
28,549,549,TRUE,Second,Secondary,White,Female,TRUE
21,232,232,TRUE,Second,Some Secondary,White,Male,TRUE
23,127,127,TRUE,First,Some College,Other,Male,TRUE
25,478,478,TRUE,First,College,Asian,Male,TRUE
29,653,653,TRUE,First,College,White,Female,TRUE
30,622,622,TRUE,Second,Some College,White,Female,TRUE
30,633,633,TRUE,First,Some Graduate,White,Female,TRUE
27,170,170,TRUE,Second,Some College,White,Female,TRUE
27,94,94,TRUE,First,Some College,White,Female,TRUE
16,80,80,TRUE,First,College,White,Male,TRUE
27,650,650,TRUE,First,Secondary,White,Female,TRUE
26,398,398,TRUE,First,Some College,White,Female,TRUE
18,508,508,TRUE,Second,Some College,White,Male,TRUE
23,198,198,TRUE,First,Some College,White,Male,TRUE
16,6,6,TRUE,First,College,White,Male,TRUE
19,66,66,TRUE,Second,College,White,Female,TRUE
24,46,46,TRUE,First,College,White,Male,TRUE
24,450,450,TRUE,First,College,White,Female,TRUE
25,400,400,TRUE,First,Secondary,White,Female,TRUE
21,104,104,TRUE,First,College,White,Male,TRUE
19,142,142,TRUE,Third,Some Secondary,White,Male,TRUE
26,344,344,TRUE,First,College,White,Female,TRUE
22,159,159,TRUE,Second,Secondary,White,Female,TRUE
17,149,149,TRUE,First,Some College,White,Female,TRUE
19,163,163,TRUE,First,College,White,Male,TRUE
19,76,76,TRUE,First,College,White,Female,TRUE
29,672,672,TRUE,Second,Some College,White,Female,TRUE
18,52,52,TRUE,First,Some College,White,Female,TRUE
23,95,95,TRUE,First,Some Secondary,White,Male,TRUE
17,121,121,TRUE,First,Secondary,White,Male,TRUE
24,352,352,TRUE,Second,Graduate,White,Male,TRUE
18,21,21,TRUE,Second,Secondary,Other,Female,TRUE
20,84,84,TRUE,First,Some College,White,Male,TRUE
22,423,423,TRUE,Second,Some College,White,Male,TRUE
22,296,296,TRUE,First,Secondary,White,Female,TRUE
27,479,479,TRUE,First,Some College,White,Male,TRUE
