age,comprehension,production,isnorming,birthorder,caregivereducation,race,sex,monolingual
10,122,1,TRUE,Second,Some College,White,Male,TRUE
10,74,4,TRUE,Second,College,White,Male,TRUE
11,16,1,TRUE,First,Some College,White,Female,TRUE
11,105,0,TRUE,First,Some College,White,Female,TRUE
11,96,6,TRUE,Second,Secondary,White,Male,TRUE
10,280,17,TRUE,First,Some Secondary,Black,Female,TRUE
11,154,53,TRUE,First,Secondary,White,Female,TRUE
14,185,15,TRUE,Third,Secondary,White,Male,TRUE
12,66,0,TRUE,Second,Some Graduate,White,Female,TRUE
11,34,1,TRUE,Second,College,White,Female,TRUE
11,41,0,TRUE,Second,College,White,Male,TRUE
11,85,13,TRUE,Second,College,White,Male,TRUE
12,57,1,TRUE,Third,Some Graduate,White,Female,TRUE
9,21,1,TRUE,First,Some College,White,Female,TRUE
9,54,0,TRUE,Second,Graduate,White,Male,TRUE
9,261,3,TRUE,Third,Some College,White,Female,TRUE
10,7,0,TRUE,First,Graduate,White,Male,TRUE
10,27,0,TRUE,Second,Graduate,White,Female,TRUE
9,99,0,TRUE,Second,Some College,White,Male,TRUE
13,161,5,TRUE,Third,Secondary,Black,Male,TRUE
12,49,14,TRUE,Second,College,White,Female,TRUE
12,82,9,TRUE,Second,Secondary,White,Male,TRUE
9,57,1,TRUE,Second,College,White,Female,TRUE
11,135,12,TRUE,Second,College,White,Female,TRUE
9,27,1,TRUE,Second,Some College,White,Male,TRUE
11,11,2,TRUE,Third,Some College,White,Male,TRUE
12,15,0,TRUE,Second,Secondary,White,Male,TRUE
10,65,7,TRUE,First,Some Graduate,Asian,Male,TRUE
10,147,7,TRUE,First,Secondary,White,Female,TRUE
10,111,0,TRUE,Second,Some College,White,Female,TRUE
10,20,0,TRUE,First,College,White,Female,TRUE
10,118,1,TRUE,Second,College,White,Female,TRUE
12,87,4,TRUE,Second,Graduate,White,Male,TRUE
12,175,29,TRUE,First,College,White,Male,TRUE
13,64,2,TRUE,First,College,White,Male,TRUE
14,178,18,TRUE,Second,College,White,Male,TRUE
13,338,18,TRUE,Second,Graduate,White,Male,TRUE
13,80,34,TRUE,First,Graduate,White,Male,TRUE
13,64,13,TRUE,Third,College,White,Male,TRUE
12,44,4,TRUE,Third,College,White,Male,TRUE
9,16,0,TRUE,Second,Secondary,White,Male,TRUE
15,105,32,TRUE,First,College,White,Female,TRUE
16,120,88,TRUE,First,Graduate,White,Male,TRUE
13,138,0,TRUE,Second,Graduate,White,Male,TRUE
14,86,26,TRUE,Second,College,White,Male,TRUE
12,7,0,TRUE,Second,Secondary,White,Male,TRUE
12,54,9,TRUE,Second,Some College,White,Female,TRUE
12,63,5,TRUE,First,Graduate,White,Male,TRUE
14,60,15,TRUE,Sixth,Secondary,White,Female,TRUE
13,58,5,TRUE,Fourth,Some College,White,Male,TRUE
13,96,45,TRUE,First,Some College,White,Male,TRUE
15,35,12,TRUE,First,College,White,Female,TRUE
13,163,32,TRUE,First,College,Black,Female,TRUE
12,91,3,TRUE,Third,Some College,White,Female,TRUE
12,74,6,TRUE,First,College,White,Female,TRUE
12,164,4,TRUE,First,Secondary,White,Male,TRUE
13,61,4,TRUE,Third,Secondary,White,Male,TRUE
13,110,13,TRUE,Second,Secondary,White,Female,TRUE
13,141,2,TRUE,First,College,White,Male,TRUE
15,168,16,TRUE,First,College,White,Female,TRUE
13,180,24,TRUE,First,Graduate,White,Female,TRUE
13,125,3,TRUE,Third,Some College,White,Female,TRUE
13,88,3,TRUE,Second,Some College,White,Male,TRUE
13,169,20,TRUE,First,Secondary,White,Female,TRUE
13,175,33,TRUE,Second,Some College,White,Male,TRUE
13,35,0,TRUE,Third,Some College,White,Female,TRUE
12,44,0,TRUE,First,Some Graduate,White,Male,TRUE
13,62,4,TRUE,First,Some College,White,Male,TRUE
13,180,16,TRUE,Third,College,White,Female,TRUE
13,114,23,TRUE,First,College,White,Female,TRUE
11,11,1,TRUE,First,Some College,White,Male,TRUE
11,142,2,TRUE,First,College,White,Male,TRUE
11,54,0,TRUE,Second,Secondary,Asian,Female,TRUE
11,177,14,TRUE,Second,Some College,White,Female,TRUE
9,125,1,TRUE,First,College,White,Female,TRUE
9,70,4,TRUE,Second,Some College,White,Female,TRUE
8,37,0,TRUE,Second,College,Other,Female,TRUE
15,317,38,TRUE,Second,Graduate,White,Female,TRUE
10,48,2,TRUE,First,Some College,White,Male,TRUE
10,23,2,TRUE,First,Some College,White,Male,TRUE
9,96,5,TRUE,First,Graduate,White,Male,TRUE
9,16,0,TRUE,Fourth,Secondary,White,Female,TRUE
10,18,0,TRUE,Second,Some College,White,Female,TRUE
8,5,0,TRUE,Third,Some College,White,Female,TRUE
8,117,7,TRUE,Third,Secondary,White,Male,TRUE
14,203,0,TRUE,Third,Secondary,White,Female,TRUE
9,28,0,TRUE,First,Secondary,White,Male,TRUE
11,79,7,TRUE,Second,Secondary,White,Male,TRUE
11,39,0,TRUE,Seventh,Secondary,White,Male,TRUE
13,109,6,TRUE,First,Graduate,White,Male,TRUE
9,4,3,TRUE,Second,Graduate,White,Male,TRUE
11,60,5,TRUE,Second,College,White,Male,TRUE
11,30,0,TRUE,Second,Graduate,White,Male,TRUE
12,227,18,TRUE,First,College,White,Male,TRUE
12,148,24,TRUE,First,Secondary,White,Female,TRUE
13,109,3,TRUE,First,College,White,Male,TRUE
13,121,12,TRUE,Second,Secondary,White,Male,TRUE
9,22,0,TRUE,First,College,White,Female,TRUE
8,11,0,TRUE,First,Graduate,White,Female,TRUE
16,275,6,TRUE,Second,College,White,Female,TRUE
9,21,4,TRUE,Second,Some College,White,Female,TRUE
9,38,0,TRUE,First,College,White,Female,TRUE
11,41,11,TRUE,Second,Graduate,White,Female,TRUE
15,314,193,TRUE,Second,Secondary,White,Male,TRUE
9,0,0,TRUE,Third,Graduate,White,Male,TRUE
13,67,33,TRUE,Second,Graduate,White,Female,TRUE
12,77,1,TRUE,First,Secondary,White,Male,TRUE
11,150,1,TRUE,First,Secondary,White,Female,TRUE
17,9,5,TRUE,First,Some College,White,Male,TRUE
16,90,41,TRUE,First,Some College,White,Female,TRUE
17,117,55,TRUE,First,College,White,Male,TRUE
16,159,11,TRUE,Second,Some College,White,Male,TRUE
16,157,7,TRUE,First,Graduate,White,Male,TRUE
16,173,18,TRUE,Second,College,White,Female,TRUE
16,396,221,TRUE,First,College,White,Female,TRUE
8,67,2,TRUE,Third,College,White,Male,TRUE
17,321,240,TRUE,Second,Some College,White,Female,TRUE
15,338,30,TRUE,Second,Secondary,Black,Male,TRUE
13,206,5,TRUE,Fourth,Some College,Black,Male,TRUE
12,22,2,TRUE,Third,Some Secondary,Black,Male,TRUE
11,158,0,TRUE,First,Some Secondary,Black,Female,TRUE
8,4,2,TRUE,Second,Graduate,White,Male,TRUE
9,15,0,TRUE,Third,College,Asian,Male,TRUE
9,5,0,TRUE,Second,Some Graduate,White,Male,TRUE
8,28,11,TRUE,Second,Secondary,White,Male,TRUE
16,72,0,TRUE,Third,College,White,Male,TRUE
17,243,37,TRUE,Second,Graduate,White,Male,TRUE
17,330,88,TRUE,Second,College,White,Female,TRUE
17,125,6,TRUE,First,Secondary,White,Male,TRUE
16,338,40,TRUE,First,Some College,White,Male,TRUE
13,55,16,TRUE,First,Secondary,Black,Male,TRUE
14,42,6,TRUE,Fourth,Some Secondary,Other,Male,TRUE
16,140,18,TRUE,Third,Secondary,White,Male,TRUE
11,88,1,TRUE,Fifth,Some College,Black,Male,TRUE
16,276,179,TRUE,First,Some Secondary,Black,Female,TRUE
12,393,34,TRUE,Fourth,Some College,Black,Female,TRUE
15,69,39,TRUE,First,Secondary,Black,Male,TRUE
9,49,0,TRUE,First,Some Secondary,Black,Male,TRUE
10,20,0,TRUE,Second,Some Secondary,Black,Female,TRUE
15,88,15,TRUE,Third,Some College,Black,Female,TRUE
12,18,4,TRUE,Second,Some College,White,Female,TRUE
12,97,12,TRUE,Third,Graduate,White,Male,TRUE
12,20,0,TRUE,First,Some College,Black,Male,TRUE
13,69,7,TRUE,Fifth,Some College,White,Female,TRUE
12,61,0,TRUE,First,College,White,Male,TRUE
12,37,10,TRUE,Second,Some College,White,Female,TRUE
12,26,6,TRUE,Third,Graduate,White,Male,TRUE
12,66,4,TRUE,First,Some College,White,Male,TRUE
12,68,4,TRUE,First,Some College,White,Female,TRUE
12,28,1,TRUE,Second,Graduate,White,Female,TRUE
12,127,16,TRUE,First,Secondary,White,Female,TRUE
13,78,12,TRUE,First,Graduate,White,Female,TRUE
12,87,4,TRUE,First,College,White,Male,TRUE
12,38,10,TRUE,First,Graduate,White,Male,TRUE
13,59,6,TRUE,Second,Secondary,White,Male,TRUE
13,157,8,TRUE,First,College,White,Male,TRUE
14,129,10,TRUE,First,Some Graduate,White,Female,TRUE
14,44,15,TRUE,First,Graduate,White,Male,TRUE
14,94,29,TRUE,First,College,White,Female,TRUE
14,110,18,TRUE,First,Graduate,White,Female,TRUE
14,77,13,TRUE,First,Some College,White,Male,TRUE
13,122,4,TRUE,Second,College,White,Male,TRUE
12,71,10,TRUE,First,Secondary,White,Female,TRUE
16,103,27,TRUE,Third,College,White,Male,TRUE
16,279,179,TRUE,First,Graduate,White,Female,TRUE
17,202,14,TRUE,Third,College,White,Male,TRUE
16,66,18,TRUE,First,College,White,Female,TRUE
16,289,225,TRUE,First,Graduate,White,Male,TRUE
15,123,17,TRUE,First,Graduate,Asian,Male,TRUE
15,337,325,TRUE,First,Some College,White,Female,TRUE
16,45,7,TRUE,First,Some College,White,Female,TRUE
16,260,6,TRUE,Third,College,White,Female,TRUE
16,169,74,TRUE,Second,Graduate,White,Female,TRUE
16,266,122,TRUE,First,Graduate,White,Female,TRUE
11,247,15,TRUE,First,College,White,Female,TRUE
15,253,64,TRUE,First,Some College,White,Male,TRUE
15,151,19,TRUE,Second,College,White,Male,TRUE
12,16,3,TRUE,First,Some College,White,Male,TRUE
13,124,0,TRUE,First,College,White,Female,TRUE
14,137,16,TRUE,Second,Graduate,White,Female,TRUE
14,87,2,TRUE,First,Secondary,White,Female,TRUE
14,54,16,TRUE,First,Graduate,White,Male,TRUE
14,57,8,TRUE,Second,College,White,Male,TRUE
15,136,38,TRUE,Second,Secondary,White,Male,TRUE
15,182,0,TRUE,First,Secondary,White,Male,TRUE
15,171,19,TRUE,Third,Secondary,White,Female,TRUE
16,134,15,TRUE,First,College,White,Male,TRUE
15,219,53,TRUE,First,Secondary,White,Female,TRUE
16,104,11,TRUE,Second,Secondary,White,Female,TRUE
14,125,11,TRUE,Second,College,White,Male,TRUE
13,125,21,TRUE,Second,Secondary,White,Female,TRUE
16,282,10,TRUE,First,Some College,White,Male,TRUE
13,20,7,TRUE,Second,Graduate,White,Male,TRUE
13,57,3,TRUE,First,Secondary,White,Female,TRUE
13,40,0,TRUE,First,Secondary,White,Male,TRUE
14,41,8,TRUE,First,Graduate,White,Male,TRUE
15,82,9,TRUE,Second,Some College,White,Male,TRUE
15,164,13,TRUE,Second,Some Graduate,White,Female,TRUE
13,115,38,TRUE,First,College,White,Female,TRUE
15,343,41,TRUE,Second,Secondary,Other,Female,TRUE
16,176,21,TRUE,Second,College,White,Male,TRUE
16,315,215,TRUE,First,College,White,Female,TRUE
17,112,51,TRUE,First,Some College,White,Male,TRUE
13,145,6,TRUE,First,Some College,White,Female,TRUE
14,217,3,TRUE,Second,Some College,White,Female,TRUE
9,196,4,TRUE,First,Some College,White,Male,TRUE
9,11,4,TRUE,First,Some College,White,Male,TRUE
9,1,1,TRUE,First,College,White,Female,TRUE
10,26,7,TRUE,Third,Some College,White,Female,TRUE
10,17,4,TRUE,Second,Some College,White,Male,TRUE
10,53,2,TRUE,Second,College,White,Male,TRUE
10,114,13,TRUE,First,College,White,Female,TRUE
9,17,2,TRUE,Second,Secondary,White,Female,TRUE
11,14,0,TRUE,First,College,White,Male,TRUE
11,15,4,TRUE,First,College,White,Female,TRUE
11,5,1,TRUE,First,College,White,Female,TRUE
12,42,11,TRUE,First,Some College,White,Male,TRUE
12,64,2,TRUE,Second,Some College,White,Male,TRUE
12,77,3,TRUE,Second,Graduate,White,Female,TRUE
11,12,6,TRUE,First,College,White,Female,TRUE
12,167,30,TRUE,First,Some College,White,Male,TRUE
12,32,6,TRUE,Second,College,White,Female,TRUE
15,229,84,TRUE,First,Secondary,White,Female,TRUE
14,77,5,TRUE,Third,Some Graduate,White,Female,TRUE
14,66,8,TRUE,First,College,White,Female,TRUE
15,172,32,TRUE,Fourth,Graduate,White,Male,TRUE
12,145,25,TRUE,Second,College,White,Female,TRUE
11,49,0,TRUE,Fourth,Some Secondary,Other,Male,TRUE
12,11,3,TRUE,First,Secondary,White,Male,TRUE
9,61,0,TRUE,First,College,Asian,Male,TRUE
9,14,1,TRUE,First,Some College,White,Male,TRUE
10,68,5,TRUE,Second,College,White,Female,TRUE
9,23,3,TRUE,First,College,White,Female,TRUE
10,34,0,TRUE,Second,College,White,Male,TRUE
10,39,3,TRUE,First,Some College,White,Female,TRUE
12,35,5,TRUE,Second,Secondary,White,Female,TRUE
9,34,4,TRUE,Second,Graduate,White,Female,TRUE
9,20,0,TRUE,Fourth,Graduate,White,Male,TRUE
12,39,1,TRUE,Second,Some College,White,Female,TRUE
11,52,2,TRUE,First,College,White,Female,TRUE
13,62,0,TRUE,First,College,White,Female,TRUE
12,140,4,TRUE,Third,Secondary,White,Female,TRUE
13,106,6,TRUE,First,Some College,White,Female,TRUE
13,256,20,TRUE,Second,Graduate,White,Female,TRUE
10,64,3,TRUE,Third,Some College,White,Male,TRUE
14,11,2,TRUE,First,College,White,Male,TRUE
14,115,5,TRUE,Second,College,White,Male,TRUE
11,44,13,TRUE,First,College,White,Male,TRUE
11,52,1,TRUE,Third,College,White,Male,TRUE
14,314,73,TRUE,First,Some College,White,Male,TRUE
12,27,7,TRUE,Second,Secondary,White,Female,TRUE
11,37,0,TRUE,First,College,White,Male,TRUE
9,20,5,TRUE,Second,College,White,Female,TRUE
11,100,5,TRUE,Second,College,White,Female,TRUE
9,79,0,TRUE,Second,Some College,White,Male,TRUE
15,341,0,TRUE,First,College,White,Male,TRUE
9,19,0,TRUE,Second,Graduate,White,Male,TRUE
10,3,0,TRUE,Fifth,College,White,Male,TRUE
9,4,0,TRUE,Third,College,White,Male,TRUE
9,177,5,TRUE,First,Secondary,White,Female,TRUE
9,17,0,TRUE,Second,Some College,White,Male,TRUE
9,11,2,TRUE,Third,College,White,Male,TRUE
9,42,0,TRUE,Second,Graduate,White,Male,TRUE
14,89,17,TRUE,Second,College,White,Female,TRUE
13,55,27,TRUE,First,Graduate,White,Female,TRUE
12,132,6,TRUE,Second,Some College,Asian,Male,TRUE
10,2,0,TRUE,First,College,White,Male,TRUE
10,11,4,TRUE,First,Graduate,White,Male,TRUE
10,22,4,TRUE,First,Some College,White,Female,TRUE
10,63,3,TRUE,First,Secondary,White,Male,TRUE
10,25,6,TRUE,Third,Graduate,White,Male,TRUE
10,15,0,TRUE,First,College,White,Male,TRUE
9,6,0,TRUE,First,College,White,Male,TRUE
16,283,61,TRUE,First,Graduate,White,Female,TRUE
17,124,54,TRUE,First,Some College,White,Male,TRUE
9,18,0,TRUE,Second,Graduate,White,Male,TRUE
10,35,0,TRUE,Second,College,White,Female,TRUE
9,7,0,TRUE,First,Graduate,White,Female,TRUE
9,12,0,TRUE,Second,College,White,Female,TRUE
11,27,0,TRUE,First,Some College,Asian,Male,TRUE
12,66,6,TRUE,Second,Some College,White,Female,TRUE
11,7,4,TRUE,First,College,White,Male,TRUE
11,62,7,TRUE,Second,Some College,White,Female,TRUE
11,46,4,TRUE,First,Some College,Other,Male,TRUE
11,42,3,TRUE,Second,Some College,White,Female,TRUE
11,32,1,TRUE,Third,Some College,White,Female,TRUE
10,68,7,TRUE,Second,Some College,White,Male,TRUE
11,50,5,TRUE,First,Graduate,White,Female,TRUE
11,16,5,TRUE,First,College,White,Female,TRUE
11,32,3,TRUE,Second,Some Secondary,White,Female,TRUE
11,89,7,TRUE,First,Secondary,White,Female,TRUE
10,32,3,TRUE,First,College,White,Female,TRUE
12,77,20,TRUE,First,Secondary,White,Male,TRUE
13,90,24,TRUE,Second,College,White,Male,TRUE
11,139,27,TRUE,First,Secondary,White,Female,TRUE
13,81,16,TRUE,First,Some Secondary,White,Female,TRUE
13,185,17,TRUE,Second,College,White,Male,TRUE
13,86,14,TRUE,First,Some College,White,Female,TRUE
13,142,15,TRUE,First,Some Graduate,White,Male,TRUE
12,161,34,TRUE,Second,College,White,Female,TRUE
15,152,7,TRUE,Second,Some College,White,Male,TRUE
16,97,14,TRUE,Second,Secondary,White,Male,TRUE
14,79,7,TRUE,First,Graduate,White,Female,TRUE
14,67,6,TRUE,First,College,White,Male,TRUE
9,18,1,TRUE,Third,Secondary,White,Male,TRUE
9,9,0,TRUE,First,Some College,White,Male,TRUE
9,56,0,TRUE,Second,College,White,Female,TRUE
9,7,1,TRUE,First,College,White,Male,TRUE
13,54,5,TRUE,First,College,White,Male,TRUE
15,115,18,TRUE,First,Some College,White,Male,TRUE
15,37,7,TRUE,Second,Some Graduate,White,Female,TRUE
10,38,1,TRUE,First,College,White,Female,TRUE
12,10,0,TRUE,First,Secondary,White,Male,TRUE
11,209,5,TRUE,First,Some College,White,Male,TRUE
12,77,2,TRUE,Fourth,Some Graduate,White,Male,TRUE
12,38,3,TRUE,First,Some College,White,Male,TRUE
13,31,4,TRUE,First,Some College,White,Female,TRUE
15,62,29,TRUE,First,College,White,Male,TRUE
10,24,0,TRUE,Second,Some College,White,Female,TRUE
12,95,0,TRUE,Second,College,White,Female,TRUE
15,99,35,TRUE,Second,College,White,Female,TRUE
15,36,3,TRUE,First,Some Graduate,Asian,Female,TRUE
15,115,10,TRUE,First,Graduate,White,Female,TRUE
16,286,84,TRUE,First,College,White,Female,TRUE
16,187,16,TRUE,Second,College,White,Male,TRUE
16,162,39,TRUE,First,Graduate,White,Female,TRUE
17,265,155,TRUE,First,Some Secondary,White,Female,TRUE
17,153,48,TRUE,First,College,White,Male,TRUE
17,262,5,TRUE,Second,College,White,Female,TRUE
10,21,0,TRUE,Second,College,White,Female,TRUE
15,65,3,TRUE,Second,College,White,Male,TRUE
14,23,3,TRUE,Second,College,White,Male,TRUE
16,57,18,TRUE,First,College,White,Male,TRUE
16,160,18,TRUE,Second,College,White,Female,TRUE
16,85,48,TRUE,First,College,White,Male,TRUE
15,88,14,TRUE,Fourth,Some College,White,Female,TRUE
15,31,5,TRUE,Second,College,White,Male,TRUE
13,51,1,TRUE,First,Secondary,White,Male,TRUE
13,32,0,TRUE,Second,College,White,Female,TRUE
11,28,0,TRUE,First,Some College,White,Female,TRUE
16,195,58,TRUE,First,College,White,Female,TRUE
12,89,18,TRUE,Second,Some Graduate,White,Female,TRUE
12,87,21,TRUE,First,College,Other,Female,TRUE
14,125,16,TRUE,Second,Secondary,White,Female,TRUE
12,131,6,TRUE,First,College,Black,Male,TRUE
9,17,1,TRUE,Third,Secondary,White,Male,TRUE
10,131,6,TRUE,Second,Secondary,White,Male,TRUE
12,195,49,TRUE,Second,College,Other,Male,TRUE
18,39,6,TRUE,Second,College,White,Female,TRUE
14,128,13,TRUE,First,Secondary,White,Male,TRUE
12,228,1,TRUE,First,Secondary,White,Female,TRUE
13,335,83,TRUE,Second,Secondary,White,Male,TRUE
15,98,26,TRUE,Third,Some College,Black,Male,TRUE
12,152,12,TRUE,First,Some Graduate,Black,Female,TRUE
10,14,6,TRUE,First,Secondary,White,Female,TRUE
12,82,13,TRUE,First,Secondary,White,Male,TRUE
17,219,15,TRUE,Second,Graduate,White,Male,TRUE
12,50,2,TRUE,Second,Some Graduate,White,Male,TRUE
13,77,20,TRUE,First,Graduate,Other,Male,TRUE
9,6,2,TRUE,First,Secondary,White,Female,TRUE
9,33,7,TRUE,First,Secondary,Black,Female,TRUE
12,81,1,TRUE,Second,Secondary,White,Male,TRUE
12,64,0,TRUE,First,Secondary,White,Female,TRUE
13,24,14,TRUE,First,College,Other,Female,TRUE
14,123,15,TRUE,Third,Secondary,Other,Female,TRUE
14,172,19,TRUE,Second,Secondary,White,Female,TRUE
15,252,44,TRUE,Third,Secondary,Black,Male,TRUE
13,160,5,TRUE,Second,Some College,Other,Female,TRUE
17,61,0,TRUE,Second,Some Secondary,White,Male,TRUE
14,395,36,TRUE,Third,Secondary,Other,Female,TRUE
13,15,0,TRUE,Second,Some College,Other,Female,TRUE
15,105,6,TRUE,Third,Some College,Other,Female,TRUE
14,13,1,TRUE,Second,Secondary,White,Male,TRUE
16,157,15,TRUE,Second,Some Secondary,Other,Female,TRUE
14,0,0,TRUE,Second,Some College,Other,Male,TRUE
14,13,2,TRUE,Third,College,Other,Male,TRUE
15,82,32,TRUE,Second,Secondary,Other,Female,TRUE
17,146,44,TRUE,Third,Some Secondary,Other,Male,TRUE
13,264,103,TRUE,Third,Some College,Black,Male,TRUE
15,127,29,TRUE,Second,Some Secondary,White,Female,TRUE
15,163,8,TRUE,Second,Secondary,White,Male,TRUE
16,276,34,TRUE,Fourth,Some Secondary,White,Female,TRUE
13,311,58,TRUE,Second,Secondary,Black,Female,TRUE
14,114,13,TRUE,Third,Secondary,Other,Female,TRUE
11,98,3,TRUE,Second,Some College,Other,Female,TRUE
18,271,16,TRUE,Fourth,College,Black,Male,TRUE
15,304,20,TRUE,Fifth,Secondary,Other,Male,TRUE
13,195,11,TRUE,Second,Some College,White,Male,TRUE
12,60,7,TRUE,Fourth,Secondary,White,Female,TRUE
12,31,16,TRUE,Third,Some College,Black,Female,TRUE
17,230,2,TRUE,Second,Secondary,Black,Female,TRUE
13,131,18,TRUE,Fifth,Some College,White,Female,TRUE
16,81,3,TRUE,Fourth,Secondary,White,Female,TRUE
15,63,13,TRUE,Fourth,Some College,White,Male,TRUE
14,23,2,TRUE,Third,Some College,Other,Male,TRUE
12,109,1,TRUE,Second,Some College,Other,Female,TRUE
13,116,1,TRUE,Fourth,Some College,White,Female,TRUE
15,105,2,TRUE,Second,Some Secondary,White,Female,TRUE
12,61,4,TRUE,Second,Secondary,Other,Female,TRUE
14,34,3,TRUE,Third,Some Secondary,White,Male,TRUE
15,76,0,TRUE,Third,Some College,Black,Female,TRUE
15,396,376,TRUE,Second,Some College,White,Female,TRUE
12,10,3,TRUE,Third,Some College,Black,Male,TRUE
12,18,0,TRUE,Sixth,Some Secondary,Other,Female,TRUE
15,393,78,TRUE,Second,Secondary,Other,Female,TRUE
12,139,2,TRUE,Third,Some College,Other,Female,TRUE
17,191,37,TRUE,Third,Some College,Black,Female,TRUE
15,293,25,TRUE,Second,Secondary,White,Female,TRUE
15,16,0,TRUE,Fourth,Secondary,Other,Female,TRUE
14,3,0,TRUE,Third,Primary,White,Female,TRUE
13,48,1,TRUE,Second,Secondary,White,Female,TRUE
17,113,20,TRUE,First,Some College,Other,Male,TRUE
12,62,9,TRUE,Second,Graduate,Other,Female,TRUE
12,48,5,TRUE,First,Some College,Black,Male,TRUE
12,96,6,TRUE,Second,Graduate,Black,Female,TRUE
16,45,0,TRUE,First,Secondary,Black,Female,TRUE
13,208,16,TRUE,First,Some Secondary,Black,Male,TRUE
16,186,85,TRUE,First,Secondary,Black,Male,TRUE
10,19,7,TRUE,First,Some Secondary,Black,Male,TRUE
13,69,29,TRUE,First,Some Secondary,Black,Female,TRUE
13,89,1,TRUE,First,Some Secondary,Black,Male,TRUE
15,330,155,TRUE,First,Secondary,Black,Female,TRUE
8,221,4,TRUE,First,Some Secondary,Black,Male,TRUE
11,34,2,TRUE,Second,Secondary,Black,Female,TRUE
13,160,8,TRUE,Second,Primary,Black,Male,TRUE
10,85,3,TRUE,First,Some Secondary,Black,Female,TRUE
10,58,0,TRUE,First,Some Secondary,Black,Female,TRUE
14,83,21,TRUE,First,Some Secondary,White,Female,TRUE
16,328,165,TRUE,First,Secondary,Black,Male,TRUE
14,70,7,TRUE,First,Secondary,Black,Male,TRUE
17,189,53,TRUE,First,Some Secondary,Black,Female,TRUE
17,174,56,TRUE,First,Secondary,Black,Female,TRUE
12,80,1,TRUE,Fourth,Secondary,Black,Female,TRUE
10,60,0,TRUE,Second,Some Secondary,Black,Female,TRUE
15,155,27,TRUE,Third,Some Secondary,Black,Female,TRUE
9,29,2,TRUE,Second,Some Secondary,Black,Male,TRUE
10,88,1,TRUE,Second,Some Secondary,Black,Female,TRUE
8,40,0,TRUE,Second,Secondary,Black,Male,TRUE
13,71,0,TRUE,Second,Some Secondary,Black,Male,TRUE
8,64,1,TRUE,Second,Some Secondary,Black,Male,TRUE
11,27,7,TRUE,Second,Some Secondary,Black,Male,TRUE
15,53,0,TRUE,First,Some Secondary,Black,Female,TRUE
10,15,0,TRUE,First,Secondary,Black,Female,TRUE
14,154,1,TRUE,First,Secondary,Black,Male,TRUE
18,288,138,TRUE,Second,Some Secondary,Black,Male,TRUE
15,121,3,TRUE,Second,College,Black,Male,TRUE
14,108,9,TRUE,First,College,Black,Female,TRUE
12,45,4,TRUE,Second,Secondary,White,Male,TRUE
12,193,42,TRUE,Second,Secondary,White,Male,TRUE
15,177,19,TRUE,First,Secondary,White,Male,TRUE
13,107,6,TRUE,Third,Secondary,Black,Female,TRUE
13,95,3,TRUE,First,Secondary,White,Female,TRUE
17,317,260,TRUE,First,College,White,Male,TRUE
13,17,1,TRUE,First,Secondary,White,Male,TRUE
14,235,11,TRUE,Second,College,Other,Female,TRUE
15,119,26,TRUE,Fourth,Secondary,Black,Female,TRUE
12,158,6,TRUE,Third,Secondary,White,Male,TRUE
12,16,5,TRUE,First,Graduate,Black,Male,TRUE
18,262,133,TRUE,First,Graduate,White,Male,TRUE
16,306,94,TRUE,First,Secondary,White,Female,TRUE
13,7,4,TRUE,First,Graduate,Other,Male,TRUE
10,46,0,TRUE,Second,Some Secondary,White,Male,TRUE
13,114,3,TRUE,Third,Secondary,Other,Female,TRUE
15,89,26,TRUE,Second,Some Secondary,Black,Female,TRUE
12,88,37,TRUE,First,Secondary,White,Male,TRUE
16,54,6,TRUE,Fifth,Some College,Black,Male,TRUE
13,27,5,TRUE,First,Graduate,Asian,Male,TRUE
12,115,34,TRUE,Second,Secondary,White,Female,TRUE
12,70,11,TRUE,First,College,Other,Female,TRUE
13,101,1,TRUE,First,Graduate,Black,Male,TRUE
13,17,4,TRUE,First,Secondary,White,Female,TRUE
12,13,1,TRUE,Second,Graduate,Asian,Male,TRUE
12,33,12,TRUE,First,Some College,Other,Female,TRUE
14,41,2,TRUE,Sixth,Secondary,White,Female,TRUE
14,106,2,TRUE,Fourth,Some Secondary,Black,Female,TRUE
13,41,3,TRUE,Second,Secondary,White,Female,TRUE
14,44,11,TRUE,Third,Secondary,White,Female,TRUE
12,36,1,TRUE,Second,Secondary,White,Male,TRUE
12,98,9,TRUE,First,Secondary,Black,Male,TRUE
13,48,2,TRUE,Second,Secondary,White,Male,TRUE
12,115,8,TRUE,First,Secondary,White,Female,TRUE
14,68,11,TRUE,First,Some Secondary,White,Male,TRUE
13,73,11,TRUE,Third,College,Other,Female,TRUE
9,30,5,TRUE,Third,Secondary,White,Female,TRUE
9,12,0,TRUE,Second,Secondary,White,Male,TRUE
13,74,0,TRUE,First,Secondary,White,Male,TRUE
13,79,7,TRUE,First,Secondary,White,Male,TRUE
13,12,6,TRUE,Fourth,Secondary,White,Male,TRUE
17,330,123,TRUE,First,Secondary,Black,Female,TRUE
22,369,369,TRUE,Second,Secondary,White,Female,TRUE
26,190,190,TRUE,Fourth,College,White,Female,TRUE
27,264,264,TRUE,Second,Secondary,White,Male,TRUE
19,159,159,TRUE,Second,Secondary,Other,Female,TRUE
30,513,513,TRUE,Second,Secondary,Other,Female,TRUE
25,444,444,TRUE,Second,Some College,Other,Male,TRUE
